,com,perc,snr,r,cnn
1004,"(483.3353426400685, 442.16148076008955)",38.1519,16.8063,0.97743,0.985098
1005,"(443.2735863870511, 352.6279006039685)",43.1636,15.853,0.939837,0.999947
1006,"(413.4852842185513, 438.121000423287)",50.4153,19.3486,0.97275,0.983021
1007,"(61.36360446181244, 251.65769565972255)",42.7937,22.4503,0.968851,0.999939
1008,"(257.02639645832187, 364.1458337081726)",53.7723,12.3984,0.900698,0.99999
1009,"(203.53459577201747, 226.05752006863773)",44.2373,8.88893,0.933795,0.996497
1010,"(92.10304140094073, 414.2419075277725)",43.6922,17.9951,0.955669,1.0
1011,"(137.73423402731459, 441.8350315694995)",35.2865,15.4214,0.961388,0.999945
1012,"(382.60321130629904, 441.7599652562769)",41.3899,19.1225,0.968207,0.999452
1013,"(176.2586876934747, 44.661673974988034)",45.9319,4.87008,0.947086,0.970274
1014,"(410.6841856042875, 252.6514633779169)",47.409,13.7413,0.929295,0.996433
1015,"(237.77365594511522, 166.4047947485824)",53.3361,5.03838,0.898982,0.984036
1016,"(247.87724888438368, 372.2041185679456)",44.7579,16.5936,0.875007,0.857145
1017,"(467.61308814945926, 448.73107477566236)",51.8514,16.1445,0.965407,0.958677
1018,"(438.4312481939179, 134.04776847263912)",46.9589,7.21402,0.952226,0.99992
1019,"(296.72040086484367, 166.50919986148386)",46.6762,6.85245,0.941306,0.999988
1020,"(210.2479608501164, 421.9056718782351)",46.5192,16.227,0.961848,0.999993
1021,"(443.0718403636208, 174.89479477332705)",41.095,5.40018,0.913822,0.999737
1022,"(336.0754484110176, 249.89556416867308)",42.216,9.37463,0.82383,0.999742
1023,"(316.540967379236, 87.05393867318926)",45.3631,4.29633,0.888668,0.988637
1024,"(144.01911485615673, 436.32004875816403)",43.9369,22.8502,0.985352,0.999756
1025,"(225.1414972792512, 283.6265131769953)",44.2621,14.4229,0.900289,0.987844
1026,"(248.78498406733348, 59.13927469757485)",47.5355,7.47313,0.962201,0.999992
1027,"(170.30410856716315, 340.5121856460138)",50.9174,16.7271,0.928858,1.0
1028,"(353.965918706929, 368.09953032216583)",44.7568,17.9694,0.965559,0.999986
1029,"(420.0851959371972, 280.1182363840014)",53.0748,9.18714,0.906862,0.995206
1030,"(99.97405620229323, 401.50649271323164)",44.6898,19.525,0.95162,0.979514
1031,"(304.397911069556, 438.64966680307515)",40.2389,15.3807,0.961348,0.999993
1032,"(117.7397593945472, 255.8971929188603)",53.672,18.4725,0.97185,0.999966
1033,"(406.22247675719154, 423.02820169882676)",47.9815,12.2008,0.925633,0.999999
1034,"(341.71131592142376, 240.0806930969125)",45.5974,14.2724,0.975319,0.999693
1035,"(145.801135679987, 326.0972158567107)",45.3795,4.71979,0.883722,0.999662
1036,"(161.08803558813304, 385.55783049886725)",40.9585,8.8902,0.936979,0.999956
1037,"(247.08705372177013, 457.6217332680615)",46.0457,9.66798,0.91147,0.999131
1038,"(44.355625541241345, 379.318061758489)",43.9739,16.5988,0.941016,0.999998
1039,"(396.01482448547205, 438.27643257623794)",46.267,14.8776,0.967281,0.999114
1040,"(15.364450617250188, 125.15767275502903)",44.5066,5.03002,0.94905,0.999839
1041,"(400.0737735329224, 219.67572161075745)",43.3362,18.8552,0.965155,0.999608
1042,"(442.0045923980137, 412.64074371230674)",40.4062,18.6632,0.974505,0.995513
1043,"(41.84881039899278, 237.60752101415684)",53.3093,11.972,0.933475,0.999999
1044,"(79.05425292422673, 349.40983022679103)",52.1847,23.6663,0.961193,0.999921
1045,"(330.46009858114974, 465.10206194838844)",48.9077,19.087,0.956103,1.0
1046,"(280.30909761406895, 468.39478082797655)",52.2698,16.1732,0.949531,1.0
1047,"(208.00294117995543, 12.615887468608044)",51.7308,8.80943,0.947767,0.999993
1048,"(292.08632311418893, 360.2387093502709)",51.8263,25.3039,0.976761,0.970509
1049,"(366.48279726260023, 269.67087571350254)",52.5892,7.38868,0.928109,0.822219
1050,"(279.7578494930746, 278.8425716305153)",51.634,26.6828,0.959908,0.991671
1051,"(168.4424928169655, 316.373080288659)",50.0214,14.0532,0.961547,0.959856
1052,"(416.38256272528776, 41.26985492695193)",42.3041,7.75545,0.955521,0.999997
1053,"(352.60606710041117, 241.16509444823114)",58.5271,7.3502,0.933219,0.964143
1054,"(473.85825833826806, 160.98226910457936)",41.0857,7.71443,0.977656,0.999997
1055,"(405.36498123527537, 339.3835499620336)",54.0245,11.3548,0.857891,0.932993
1056,"(119.30544416403237, 326.5502486827136)",44.9781,15.2678,0.933209,0.999904
1057,"(78.64403242131095, 387.29195102309257)",51.243,26.3331,0.940684,1.0
1058,"(366.1430733250846, 477.83892507713045)",47.7832,6.04753,0.869895,0.686542
1059,"(441.0162315960096, 271.3722496925517)",42.8496,16.7955,0.971635,0.929364
1060,"(280.5745252681577, 396.98117125367537)",51.0522,16.4062,0.951976,0.76289
1061,"(137.19595306584708, 284.6267185384168)",46.0162,11.7049,0.980506,0.998272
1062,"(140.57461280636971, 406.6996328104331)",46.8392,10.3953,0.930111,1.0
1063,"(368.98396730512565, 297.69163392037296)",42.6754,9.06177,0.91454,0.999286
1064,"(359.946690669713, 392.3118475786969)",48.0101,14.9653,0.979851,0.999997
1065,"(321.672778893916, 154.64947581811327)",39.1986,4.79686,0.937496,0.999999
1066,"(240.74849897919842, 470.0071816752557)",46.3407,11.9881,0.948489,0.999873
1067,"(284.96931840340943, 265.1013859797679)",43.649,8.77174,0.85085,0.227427
1068,"(447.72602445452713, 421.6350954023988)",46.0163,17.2882,0.960894,1.0
1069,"(378.72878231526, 317.22177985055146)",56.4137,20.449,0.974212,0.999994
1070,"(140.40484630226854, 397.2478904706432)",51.9434,24.5917,0.964106,0.999626
1071,"(454.8847322673726, 445.5614447842111)",54.8164,6.51537,0.924922,0.633336
1072,"(243.05059007424978, 345.22026816504336)",46.5326,13.806,0.924983,0.999501
1073,"(473.72595781369665, 399.21595487666224)",42.0231,18.6889,0.975032,0.967454
1074,"(382.7680056960227, 160.22539505496485)",55.795,7.16762,0.967797,0.980437
1075,"(205.79282287284173, 312.8317981665659)",47.8337,11.8901,0.960748,0.999805
1076,"(352.87407928250013, 440.72324853045166)",48.4964,18.018,0.927066,1.0
1077,"(259.59896789276013, 329.598230274031)",54.8463,21.4927,0.930762,0.999997
1078,"(481.1899335579381, 368.5097051249721)",45.4445,10.5159,0.915216,0.959683
1079,"(391.66002254993464, 288.73064127064055)",49.8213,13.4601,0.908514,0.999999
1080,"(125.85958292238361, 224.68375213621744)",37.7688,10.6253,0.828528,0.993931
1081,"(249.3009122649979, 415.10899798312624)",46.7836,12.7967,0.958677,0.99999
1082,"(54.515526283892434, 446.49614304840077)",48.3972,7.47426,0.893734,0.993231
1083,"(226.29656398068033, 248.20332696487534)",43.8997,14.6849,0.957218,0.244299
1084,"(182.5827139946096, 325.53285411250624)",48.9053,20.8838,0.96088,0.999999
1085,"(207.5426061107908, 465.8023050408298)",52.6774,5.39171,0.920064,0.999358
1086,"(438.61508741849167, 162.75140718658022)",49.0617,6.6189,0.945612,0.432966
1087,"(403.0176477198327, 231.18066634532448)",53.0671,15.025,0.956637,0.963358
1088,"(323.11322373948923, 427.4689484821651)",42.6445,27.246,0.912749,0.854398
1089,"(392.79262202305733, 170.33747965279713)",46.2737,7.39729,0.93731,0.999971
1090,"(400.143762748102, 454.6937584420634)",46.2786,7.81423,0.947931,0.999308
1091,"(195.08136907244858, 43.34984549283616)",46.9697,8.44124,0.912903,0.994592
1092,"(326.01711822694995, 366.95735382874324)",43.4113,7.29881,0.851076,0.999985
1093,"(250.16973274174126, 430.07441961266534)",37.8965,18.3327,0.952812,0.999982
1094,"(121.86084224781004, 377.7003102817774)",46.083,19.1176,0.947042,1.0
1095,"(146.57614664640946, 248.6716860855114)",45.8215,8.89031,0.952781,0.965453
1096,"(256.5063997693686, 449.3518732456895)",37.7428,16.9646,0.953496,0.999995
1097,"(128.7308522673893, 383.6945458169964)",36.2613,21.3377,0.935788,0.999992
1098,"(28.348254655735172, 364.8099080018302)",43.4174,13.9254,0.940232,0.999985
1099,"(102.27277142990317, 320.4686726335861)",42.5754,13.8526,0.699086,1.0
1100,"(119.87938033082182, 273.349267498024)",47.3497,15.3225,0.968908,1.0
1101,"(291.9339733132789, 280.2626126280019)",42.7529,14.1609,0.962507,0.999999
1102,"(66.74582345556547, 246.28945803962662)",51.7259,10.8031,0.900248,0.624669
1103,"(154.38588679149868, 411.0774031762675)",45.4886,17.5241,0.974431,1.0
1104,"(60.8386579078342, 201.67460835780614)",51.736,8.68095,0.94999,0.999938
1105,"(242.92332148175734, 295.6005814238502)",42.9455,20.5527,0.926627,1.0
1106,"(285.10563147077073, 356.2144336420547)",44.9034,9.57545,0.920832,0.999892
1107,"(91.26615650167861, 384.1945724028229)",45.1141,21.5882,0.952624,0.999984
1108,"(334.67478050815555, 288.05918920763173)",47.1862,9.57464,0.916347,0.999315
1109,"(222.25233263863467, 40.74063909629302)",39.8599,5.78806,0.968503,1.0
1110,"(428.95880247804297, 242.0825513097898)",47.9193,13.9492,0.922409,1.0
1111,"(74.36794854777148, 241.24583483540854)",45.5258,17.7279,0.9458,0.455099
1112,"(378.06797781088875, 125.11870173515688)",48.1529,4.22497,0.92353,0.999998
1113,"(146.61269237833926, 439.64332932511275)",37.0641,12.9231,0.910881,0.941893
1114,"(46.21326416054239, 216.1116818945909)",45.8378,5.7045,0.614398,0.990151
1115,"(188.64764168768158, 42.0214135908967)",45.0732,5.51049,0.889946,0.997167
1116,"(22.06109169159915, 244.45300363620342)",53.1714,6.71158,0.862173,0.99684
1117,"(285.88561267002655, 301.15350820712246)",45.0315,11.3482,0.858982,0.963887
1118,"(51.378636338089365, 354.30725892075486)",37.7848,15.863,0.977132,0.999538
1119,"(199.6449505697159, 414.15876650332416)",43.9028,16.7342,0.750866,0.999893
1120,"(274.33720088521363, 250.19012103723742)",46.4092,14.4237,0.927148,0.717054
1121,"(55.29085219665813, 329.2364431187451)",52.5353,11.5855,0.855663,1.0
1122,"(485.34026753025313, 251.8437504829734)",44.2752,15.1429,0.978908,0.365048
1123,"(257.6165424392988, 400.550510719118)",49.6845,16.1561,0.925974,0.999999
1124,"(367.6297191373969, 372.39763154860134)",44.5978,13.676,0.847674,0.999772
1125,"(158.6487713431447, 395.1469075652186)",48.9469,10.7617,0.921164,0.981269
1126,"(168.3815750897422, 463.5518162601534)",52.6108,4.45216,0.923171,0.9414
1127,"(125.06086984007007, 141.1582928343343)",42.1223,4.46246,0.957733,0.999705
1128,"(126.71691040517968, 17.422362555051823)",47.0595,4.83684,0.934302,0.962477
1129,"(98.23877744829416, 444.1355542755083)",48.1743,12.1427,0.947535,0.997766
1130,"(366.7787308212135, 432.48027365538513)",50.2495,13.1201,0.924012,0.999924
1131,"(329.285123250852, 230.59692888401042)",47.0623,15.8717,0.959838,0.999997
1132,"(82.08750089409875, 139.74802378583675)",53.7999,6.52012,0.923841,0.999204
1133,"(257.65761417378104, 372.02236348144226)",46.3523,19.6135,0.947928,0.999167
1134,"(464.62469148466835, 280.0793870988743)",44.3401,13.5432,0.964995,0.999972
1135,"(119.8441091401868, 394.67058830900197)",49.6137,17.0781,0.970756,0.999964
1136,"(468.95438742193585, 436.9149388174252)",45.2276,13.643,0.956365,0.95409
1137,"(25.977769926984536, 404.96484007847505)",47.6947,8.35398,0.928694,0.539197
1138,"(160.4350399309196, 427.00304528599696)",46.9082,12.4374,0.947655,0.999898
1139,"(419.9141065607391, 410.2375334988604)",52.2335,20.6419,0.959904,0.985609
1140,"(401.00172779313806, 271.37005316188504)",41.1548,14.0583,0.959686,0.614669
1141,"(167.75533419811157, 329.0679673991494)",40.3071,8.57196,0.872205,0.999949
1142,"(399.04981653736166, 407.05014776530646)",52.1234,27.2983,0.959498,0.999022
1143,"(92.2209962575106, 163.40509646317062)",48.7259,7.46137,0.939627,0.999834
1144,"(132.93894949413036, 159.39093828120687)",52.2926,7.75701,0.97922,0.999806
1145,"(423.48865488520977, 284.941563781266)",44.7457,12.493,0.87805,0.831384
1146,"(444.498394723644, 193.3568734524377)",47.7611,9.93646,0.937221,0.99944
1147,"(459.79983642999963, 398.7707058930379)",48.8538,22.8642,0.948142,0.999936
1148,"(123.252950947827, 333.78685941495024)",49.5594,14.0533,0.801162,0.971967
1149,"(266.83299805442556, 283.67091516956214)",47.5473,19.17,0.931186,0.999975
1150,"(344.8487313887607, 160.77791494088385)",50.2167,5.30861,0.942041,0.240252
1151,"(448.9403786999065, 336.9584619289956)",42.7793,7.93974,0.894246,0.999954
1152,"(450.0352468570185, 149.12517018017422)",45.6666,10.5186,0.938091,1.0
1153,"(111.793765727815, 408.09888569223574)",44.5871,24.3602,0.94996,0.999996
1154,"(351.31520179696537, 287.41358548792044)",44.3536,6.47082,0.868195,0.971942
1155,"(121.20145532400365, 408.34429611111085)",46.0995,13.4371,0.867586,0.999943
1156,"(197.94408529482465, 163.3560167655431)",53.2285,5.35352,0.862334,0.412032
1157,"(457.8830926461383, 130.693508158949)",39.0345,9.97104,0.967553,0.991751
1158,"(444.6036287622489, 143.1177514240959)",46.3132,5.82204,0.893512,0.573375
1159,"(165.13154021376263, 420.3802191659293)",50.2031,9.1061,0.861098,0.991433
1160,"(63.76238909857475, 398.25554435924295)",44.7835,16.5507,0.951581,0.999825
1161,"(248.40508886651776, 290.2255455532295)",52.1021,10.3478,0.892959,0.999884
1162,"(402.7185887800127, 294.1177757368453)",44.3344,9.11956,0.585358,0.975595
1163,"(445.6322285740564, 155.9030943331453)",43.8743,5.43124,0.899662,0.957326
1164,"(413.03166566218374, 164.9578554941209)",51.5908,7.86911,0.970397,0.644918
1165,"(205.9062454915414, 212.20501683818932)",49.5761,4.34316,0.831205,0.917364
1166,"(194.86590917562708, 324.92393669919255)",49.281,17.7933,0.947655,0.999979
1167,"(44.966004635281614, 158.4720171065239)",49.6196,5.66244,0.870241,0.440958
1168,"(215.1738869735321, 251.44192125909436)",46.525,14.5531,0.930389,0.99961
1169,"(168.5032035372383, 28.500939430399423)",55.6174,4.95688,0.960746,0.999154
1170,"(202.48562542069237, 52.99038290238548)",48.7715,6.45728,0.906281,0.999939
1171,"(288.6615181863671, 174.05970807792235)",42.1888,6.40034,0.94779,0.999958
1172,"(148.33489856718052, 241.43982575336167)",39.0713,9.87898,0.933228,0.992683
1173,"(196.11299817194336, 202.12345212842266)",51.9112,5.62673,0.854304,0.444165
1174,"(449.78077623181673, 253.6323020674447)",48.6787,8.53616,0.932515,0.999843
1175,"(329.0409190563399, 17.831572387030082)",52.1695,5.83407,0.970096,0.979552
1176,"(268.17772843235383, 209.52818530466027)",43.8584,9.70423,0.822909,0.948166
1177,"(289.3401061219243, 336.2743171973634)",46.2073,10.1012,0.834942,0.982912
1178,"(368.9754843514469, 18.908020391752896)",49.0449,8.60387,0.957342,0.999992
1179,"(340.9876620601441, 320.4064987717113)",50.8674,13.0263,0.917798,0.999889
1180,"(470.544165185242, 132.81262809826913)",49.801,13.1466,0.966584,1.0
1181,"(308.6490573362998, 287.2949232810202)",50.0048,7.24402,0.870939,0.999696
1182,"(72.42507869176814, 163.06660810791942)",43.7426,7.73383,0.878594,0.999996
1183,"(58.25639247833169, 208.4269863440368)",49.1862,5.99921,0.65966,0.98856
1184,"(196.27618764956364, 437.4330712368637)",42.7765,11.0709,0.972776,0.998826
1185,"(23.52074355311831, 397.59412277455345)",49.6338,18.2448,0.981888,0.99475
1186,"(298.54600202506754, 124.60338363529654)",49.0165,8.37176,0.96648,0.9983
1187,"(248.96791017349, 464.987580099193)",48.6008,10.7427,0.908662,0.987134
1188,"(404.5920265348679, 388.16501762045084)",44.9163,21.0696,0.951068,0.999018
1189,"(474.7826868853449, 91.53803169965157)",47.6779,9.33837,0.926638,0.999936
1190,"(19.462471673786457, 359.6654669993578)",46.6138,10.865,0.96418,0.999996
1191,"(240.84168477583643, 475.72836890198107)",41.7027,13.9109,0.952747,0.999996
1192,"(89.17852513326294, 191.54784979019067)",41.6522,6.95492,0.791806,0.99987
1193,"(207.10872123576874, 381.4950254891082)",47.1749,11.888,0.818775,0.918315
1194,"(45.96065822014457, 430.62565946427077)",45.3507,9.95003,0.939511,0.9993
1195,"(52.68313763941356, 376.16639827574113)",45.0405,17.8924,0.722063,1.0
1196,"(103.04256357886642, 238.50406464863815)",49.6086,13.9458,0.950322,0.999999
1197,"(38.50501690161406, 168.39800620739857)",48.4885,4.71894,0.886984,0.999883
1198,"(482.24719352585527, 39.93541116202734)",45.7148,5.12881,0.841345,0.972042
1199,"(36.69521155185298, 237.82286982658908)",51.3192,10.8437,0.957665,0.998048
1200,"(174.47338987449515, 331.1616249679778)",48.0027,8.47046,0.894634,0.999927
1201,"(46.33815177723189, 417.0896450684486)",34.4171,14.541,0.897648,0.999964
1202,"(246.3423239370384, 315.5658488466615)",46.712,18.539,0.908653,0.375452
1203,"(78.36382930235398, 191.97275065618533)",54.0847,13.006,0.968116,0.999964
1204,"(407.8317859427555, 378.7876891812018)",47.8001,20.2455,0.965778,0.938776
1205,"(34.57536452072746, 284.10484450007016)",41.2517,16.4949,0.936699,0.999999
1206,"(84.3168533796445, 417.1446587437528)",41.084,15.452,0.952144,0.999215
1207,"(330.3437608745775, 187.7563164007565)",50.4829,8.59294,0.945045,0.998738
1208,"(277.1196725092358, 365.29359889855914)",47.1022,11.9275,0.939757,0.92125
1209,"(280.3061821141638, 177.39333275057245)",46.0024,5.21348,0.866994,0.987517
1210,"(48.165729167151426, 399.5385439357066)",49.338,15.4824,0.961818,0.999956
1211,"(236.27171400859496, 239.78902720099438)",41.5278,9.50027,0.952537,0.348468
1212,"(21.6960922587467, 330.9556631341593)",48.7598,21.1306,0.966333,0.998441
1213,"(207.4366239240687, 23.97453516255563)",44.6647,6.23116,0.906488,0.999124
1214,"(269.6718777433274, 319.22917369398914)",47.2538,11.3947,0.795743,0.989944
1215,"(236.54953192475193, 436.47004069649324)",47.9558,9.3159,0.920829,0.999179
1216,"(370.70906710611246, 217.02430953424638)",48.5256,7.16808,0.910877,0.999976
1217,"(248.48899268522243, 7.49623001423911)",49.0007,4.59893,0.898582,0.833685
1218,"(288.9433059595637, 349.5794628206608)",46.7806,15.8603,0.93904,0.996286
1219,"(437.35484493747407, 218.27691797752874)",42.1544,12.3233,0.909171,0.993233
1220,"(450.10105440222355, 364.1943126891659)",45.1122,15.418,0.963288,0.320672
1221,"(464.94665310428786, 433.5660558220955)",38.0542,21.812,0.970693,0.953361
1222,"(78.8233379976961, 333.6194139045237)",45.7216,19.517,0.952653,1.0
1223,"(433.14380279363417, 167.71270762527163)",45.7533,7.92822,0.907008,0.982129
1224,"(357.09010398572144, 280.0034119277169)",40.3351,8.49214,0.809338,0.872318
1225,"(204.7203345023338, 370.85426891177946)",44.0707,13.3801,0.842675,0.999951
1226,"(50.646694335061284, 347.9270089316267)",46.242,11.7237,0.865497,0.973486
1227,"(150.1078013523176, 206.0954849905861)",59.5414,9.43908,0.9166,0.998111
1228,"(397.2207642186928, 426.03445261768036)",41.2283,26.3134,0.974646,0.999999
1229,"(271.64033207480975, 398.97069171369725)",44.0683,18.685,0.920451,0.999998
1230,"(125.62792795419526, 191.06994212576666)",45.1625,7.04018,0.904133,0.999856
1231,"(132.78766080688536, 197.90378768422312)",47.7629,6.89686,0.891556,0.99971
1232,"(129.4188667751794, 274.30612963080966)",43.865,14.4956,0.9339,0.999959
1233,"(51.40108953693321, 187.6062538778377)",53.4826,9.30011,0.948584,0.92686
1234,"(151.93805023028338, 401.72934006689627)",53.3172,14.1636,0.922565,0.999375
1235,"(333.8861935973665, 368.9438380223649)",42.0283,7.22134,0.892534,0.88704
1236,"(144.3021341597618, 370.7352690955023)",47.6652,5.96072,0.740813,0.974677
1237,"(292.16747082575387, 328.2122883618003)",42.1475,11.0069,0.85022,1.0
1238,"(159.03234761083962, 191.58644839888757)",50.4646,10.4194,0.937857,1.0
1239,"(408.2205372053679, 52.83109857855694)",46.008,11.1427,0.788987,0.272074
1240,"(250.27802074639996, 215.28913424625463)",46.5322,4.51356,0.705443,0.999829
1241,"(227.21896326802576, 87.32541365154216)",49.9875,4.42866,0.921428,0.986026
1242,"(82.7776499019116, 200.37383318179383)",45.5604,7.17887,0.891918,0.999986
1243,"(208.25568217799687, 458.4582372227855)",44.6311,6.79452,0.93085,0.974794
1244,"(105.71675022092012, 168.24761134630464)",48.1135,5.74714,0.873787,0.64369
1245,"(92.65532934558654, 352.60260666789503)",46.3545,20.3613,0.960492,1.0
1246,"(100.51300786394418, 289.0639263694769)",50.1943,12.5467,0.896397,0.999842
1247,"(8.449524442294894, 237.43652293698685)",43.7778,20.9019,0.982133,0.994859
1248,"(481.01027520866734, 166.06311551086523)",46.0298,9.21562,0.967796,0.601915
1249,"(44.19072733522593, 276.2988365354254)",45.6475,6.64823,0.688691,0.999994
1250,"(51.78210439672517, 237.4401812689328)",48.597,15.013,0.976717,0.749033
1251,"(83.18167413182871, 353.6727459558255)",49.4203,12.7829,0.868112,0.798206
1252,"(453.78198400452226, 41.53291499396544)",45.7202,4.28749,0.852223,0.956128
1253,"(209.9352270323855, 56.46900032401681)",55.0688,5.81789,0.903427,0.893432
1254,"(437.97336005510016, 53.950278337569024)",45.2185,8.08511,0.963554,0.999393
1255,"(269.27411692693875, 50.09283116493732)",50.3483,5.86467,0.802901,0.970179
1256,"(353.6669732323307, 205.60120874188613)",40.9137,8.43504,0.79916,0.304532
1257,"(358.69430270375574, 358.8256202746358)",49.7064,8.64823,0.939456,0.998839
1258,"(179.25027435756505, 397.9123881494555)",51.6887,16.4586,0.976442,1.0
1259,"(330.33102194467864, 413.30216790381775)",41.9817,18.7334,0.950269,0.999976
1260,"(238.40337338009283, 155.87995222025404)",49.3743,4.14228,0.934505,0.976244
1261,"(223.85786665369122, 368.28615734725884)",48.4529,17.5679,0.941504,0.245179
1262,"(205.20687796178262, 353.8135326324011)",43.2346,12.0823,0.886393,0.259011
1263,"(408.5267600405097, 182.10830168436516)",54.6432,5.94928,0.847931,0.997708
1264,"(374.5545439352027, 358.76086542821844)",51.1109,16.9876,0.979378,0.847344
1265,"(56.07185838152869, 407.1801024885461)",50.2961,15.7263,0.959938,1.0
1266,"(376.5100725686369, 456.29579074146204)",41.3394,16.9631,0.973374,0.999972
1267,"(480.098906727872, 329.95696534900367)",50.7088,10.3238,0.881654,0.999997
1268,"(371.12384965332626, 255.7930127263567)",40.7579,11.7634,0.966578,0.987465
1269,"(102.8754752944378, 205.67165180520593)",34.8782,16.2181,0.96126,0.960926
1270,"(397.2322746076781, 322.5631465385864)",39.8796,12.7241,0.939257,0.985492
1271,"(392.6349728167975, 318.2160918827654)",48.0939,12.7285,0.948467,0.996489
1272,"(305.28242486773314, 171.04914551822938)",46.3567,6.05672,0.937619,0.411203
1273,"(331.95640410182466, 225.18793454560648)",48.2686,8.41154,0.766486,0.998553
1274,"(387.57250860794124, 434.945419238709)",44.7964,15.395,0.947257,0.999169
1275,"(362.3620167759621, 419.37051051440034)",52.567,11.5007,0.908667,0.999919
1276,"(364.3259247389903, 464.2377078202712)",43.2944,9.96996,0.926458,0.999983
1277,"(317.4162807967151, 316.98083237396304)",47.9909,11.8745,0.964887,1.0
1278,"(444.2646248379568, 396.35103311530673)",44.95,17.8409,0.94425,0.999995
1279,"(125.1573586697079, 253.02524077167106)",49.373,8.42237,0.796149,0.999843
1280,"(83.4425940943772, 296.8691435656292)",53.0995,10.1991,0.803228,0.999984
1281,"(90.05817132161239, 421.67679191471467)",43.0617,17.5511,0.941346,0.999971
